FMID,street,city,County,State,zip,x,y
1003664,Gilman St. @ Hamilton Ave.,Palo Alto,Santa Clara,California,94301,-122.159051,37.445255
1003665,126 Hamilton Ave,Bremen ,Haralson,Georgia,30110,-85.1459572,33.7215204
1003666,2 Parkway,Bethel,Oxford,Maine,4217,-70.794075,44.412018
1003667,West 237th Street and Independence Avenue,Bronx,Bronx,New York,10471,-73.9131097,40.8883134
1003668,City parking lot on East ilwaukee Avenue,Fort Atkinson,Jefferson,Wisconsin,53538,-88.8296,42.9263
1003669,300 E Matilija St,Ojai,Ventura,California,93023,-119.244,34.4489
1003671,85 Farmers Market Road,Chapmanville,Logan,West Virginia,25508,-82.011888,37.934771
1003673,25825 S. Vermont Avenue,Harbor City,Los Angeles,California,90710,-118.293738,33.790081
1003675,"Riverview Plzaz, north end, N. Riverside Street",St. Clair,St. Clair,Michigan,48079,-82.483,42.8332
1003676,"Route 103, The Vermont Country Store in Rockingham",Chester,Windsor,Vermont,5143,-72.5053,43.1976
1003677,526 Daniel Webster Highway,Merrimack,Hillsborough,New Hampshire,3054,-71.488224,42.874747
1003679,Highway 45 South,West Point,Clay,Mississippi,39773,-88.658227,33.586015
1003680,1730 10th Ave N.W.,Issaquah,King,Washington,98027,-122.049115,47.550637
1003681,5820 Edmondson Ave,Catonsville ,Baltimore,Maryland,21228,-76.716714,39.280704
1003682,Kimberly Dr,Black Hawk,Meade,South Dakota,57718,-103.328,44.1742
1003684,12505 N Main St   91739,Rancho Cucamonga,San Bernardino,California,91739,-117.532318,34.110872
1003686,"East Main Street, in front of Municipal Building",Harrisville,Ritchie,West Virginia,26362,-81.041563,39.214246
1003687, 900 Bleecker St,Utica,Oneida,New York,13501,-75.2112,43.0963
1003688,School St.,Grantsville,Calhoun,West Virginia,26147,-81.09335,38.9200139
1003689,Upper West Fork Park,Chloe,Calhoun,West Virginia,25268,-81.092427,38.698875
1003690,Corner of State Route 5 and U.S. Hwy 33 E,Glenville,Gilmer,West Virginia,26351,-80.820086,38.941186
1003692,City Parking Lot behind Main Street,McMinniville,Warren,Tennessee,37110,-85.7724,35.6869
1003694,Cherry Lane and Meadow Road,Northbrook,Cook,Illinois,60062,-87.8286573,42.1314024
1003696,373 fourth range road,pembroke,Merrimack,New Hampshire,3275,-71.4512938,43.1670113
1003697,6808 Kimball Drive,Gig Harbor,Pierce,Washington,98335,-122.587,47.3186
1003699,15610 92nd Street,Key Center,Pierce,Washington,98349,-122.746,47.3406
1003700,4901 Pt. Fosdick Drive,Gig Harbor,Pierce,Washington,98335,-122.579,47.3028
1003701,3508 Harborview Drive,Gig Harbor,Pierce,Washington,98335,-122.586,47.3329
1003702,6530 Marina Drive,Long Beach,Los Angeles,California,90803,-118.1116,33.75553
1003705,3401 East Florence Avenue,Huntington Park,Los Angeles,California,90255,-118.204828,33.972982
1003706,4600 Atlantic Avenue,Long Beach,Los Angeles,California,90807,-118.184678,33.842291
1003707,4855 Tweedy Blvd,South Gate,Los Angeles,California,90280,-118.184745,33.942098
1003709,E Sreet & 10th,Yuba City,Sutter,California,95992,-121.592,39.1459
1003710,3637 North Freeway Blvd.,Sacramento,Sacramento,California,95834,-121.4965054,38.6390819
1003711,8217 Laguna Blvd,Elk Grove,Sacramento,California,95758,-121.405,38.42373
1003713,8th St and W St,Sacramento,Sacramento,California,95818,-121.5023,38.56671
1003714,111 E. Grayson St.,Galax,Galax,Virginia,24333,-80.9246,36.662
1003717,HuB Shopping Center Parking Lot,Brillion,Calumet,Wisconsin,54110,-88.0688,44.1794
1003719,100 N.E. First Street,Pompano Beach,Broward,Florida,33061,-80.1243,26.2324
1003720,Baldwin Park - Cesar Chavez & Ramond,Baldwin Park,Los Angeles,California,91706,-117.965,34.0856
1003726,Village Park,LeRoy,Osceola,Michigan,49655,-85.4976,44.0764
1003728,0,Bayfield,0,Wisconsin,54814,-91.0592,46.4337
1003729,Devonshire St.,Chatsworth,Los Angeles,California,91311,-118.597,34.2572
1003731,Town Square On Plumas St. Between B St. & C St.,Yuab City,Sutter,California,95991,-121.613835,39.133181
1003732,215 5th Ave West,Ellendale,Steele,Minnesota,56026,-93.301638,43.872885
1003734,302 E. Berry Street,Fort Wayne,Allen,Indiana,46802,-85.136171,41.079151
1003739,Band Stand Triangle Park,Chagrin Falls,Cuyahoga,Ohio,44022,-81.391704,41.43036
1003740,East 100th Street and Carnegie Ave.,Cleveland,Cuyahoga,Ohio,44106,-81.617533,41.502183
1003741,26900 Cedar Road,Beachwood,Cuyahoga,Ohio,44122,-81.4891619,41.500524
1003742,Crocker Road and Market Street,Westlake,Cuyahoga,Ohio,44145,-81.950408,41.457881
1003744,"Star Plaza, Euclid Avenue and E. 14th",Cleveland,Cuyahoga,Ohio,44115,-81.681848,41.500652
1003745,13209 Shaker Square,Cleveland,Cuyahoga,Ohio,44120,-81.589906,41.484433
1003746,Shaker Square,Cleveland,Cuyahoga,Ohio,44120,-81.5911402,41.4839508
1003747,5340 Lee Highway,Troutville,Botetourt,Virginia,24175,-79.87611,37.41689
1003749,460 Lake St,Oak Park,Cook,Illinois,60302,-87.786786,41.888751
1003753,Main Street at Englewood Avenue,Buffalo,Erie,New York,14214,-78.823393,42.95274
1003755,"Central Park, Church Street",Newark,Wayne,New York,14513,-77.09458,43.04465
1003756,Next to City Hall,Uniontown,Perry,Alabama,36786,-87.5299,32.4235
1003758,5800 Block on  Everhart Rd.,Corpus Christi,Nueces,Texas,78413,-97.391425,27.702789
1003761,981 North Main Street (Highway 89),Thayne,Lincoln,Wyoming,83127,-111.004,42.9258
1003762,D St.& Fox St.,Lemoore,Kings,California,93245,-119.786,36.3016
1003763,935 North Main Street,Princeton,Bureau,Illinois,61356,-89.464793,41.384158
1003766,"851 Madison, SE  ",Grand Rapids,Kent,Michigan,49507,-85.6591793,42.9471993
1003767,Commercial St.,Lyons,0,Kansas,67554,-98.2103,38.3467
1003768,34 Elm St,Walpole,Cheshire,New Hampshire,3608,-72.428613,43.079327
1003769,50 Elm St,Walpole,Cheshire,New Hampshire,3608,-72.428076,43.079233
1003771,703 Greenwood Ave,Jenkintown,Montgomery,Pennsylvania,19046,-75.1268,40.0953
1003772,Auburn Presbyterian Church,Auburn,Shawnee,Kansas,66402,-95.815734,38.909597
1003776,Burke's Junction (Coach Lane),Cameron Park,El Dorado,California,95682,-120.97264,38.657728
1003777,"Community Center (CSD), ElDorado Hills Blvd. @  Harvard Blvd.",El Dorado Hills,El Dorado,California,95762,-121.075495,38.683538
1003778,Main St. & Cedar Ravine,Placerville,El Dorado,California,95667,-120.796286,38.729065
1003781,Commerce St. & Clark St., Harrington,0,Delaware,19952,-75.5782,38.9236
1003782,1331 Covered Bridge Road,Cedarburg,Ozaukee,Wisconsin,53012,-88.005845,43.323548
1003784,115 North 9th Street,Escanaba,Delta,Michigan,49829,-87.0604,45.7465
1003785,Jackson County Fair Ground,Pascagoula,Jackson,Mississippi,39568,-88.8309,30.6404
1003786,2080 Highway 12 West,Starkville,Oktibbeha,Mississippi,39759,-88.9476,33.39
1003788,6000 20th Avenue (Hwy 29),Valley,Chambers,Alabama,36854,-85.16991,32.80821
1003793,SR 241,Millersburg,Holmes,Ohio,44654,-81.8764,40.591
1003794,Main St.,Bound Brook,Somerset,New Jersey,8805,-74.5329,40.5614
1003795,220 Campbelltown Road,Palmyra,Lebanon,Pennsylvania,17078,-76.588469,40.300452
1003796,707 East Broad Street,Palmyra,Lebanon,Pennsylvania,17078,-76.589127,40.314287
1003797,709 Roosevelt Trail,Windham,Cumberland,Maine,4062,-70.4356,43.8314
1003802,434 Market Street,Sunbury,Northumberland,Pennsylvania,17801,-76.7905,40.861
1003804,Broad Street,HAWKINSVILLE,Pulaski,Georgia,31036,-83.475289,32.280896
1003805,BROAD STREET,HAWKINSVILLE,Pulaski,Georgia,31036,-83.4737,32.2815
1003806,10052 Hwy. 27 N.,Rock Spring,Walker,Georgia,30739,-85.248013,34.848803
1003808,102 W. Lima St.,Forest,Hardin,Ohio,45843,-83.51205,40.8019
1003809,102 Maple St.,Evansville,Rock,Wisconsin,53536,-89.2980764,42.7789873
1003811,Normal Park  Located at Center Street between 6th & 7th Streets,Merrill,Lincoln,Wisconsin,54452,-89.684,45.1854
1003812,Washington Park between 4th and 5th Streets,Tomahawk,Lincoln,Wisconsin,54487,-89.7285,45.4714
1003813,Intersection of Herman and Pou,Goldsboro,Wayne,North Carolina,27530,-77.9823,35.3837
1003814,Pine Park,Balsam Lake,Polk,Wisconsin,54810,-92.4571,45.4511
1003815,1012 Straits Rd.,New Hampton,Belknap,New Hampshire,3256,-71.5615,43.6548
1003816,North 1st St,Brighton,Livingston,Michigan,48116,-83.7852,42.5313
1003818,5th & Union Street,The Dalles,Wasco,Oregon,97058,-121.187071,45.599781
1003819,902 7th Avenue,Greeley,Weld,Colorado,80631,-104.688547,40.423138
1003820,715 10th Street,Greeley,Weld,Colorado,80631,-104.689927,40.422715
1003822,500 Block Fayetteville St.,Raleigh,Wake,North Carolina,27601,-78.6399375,35.773554
1003823,0,Northwood,Rockingham,New Hampshire,3261,-71.149328,43.193796
1003826,Elmwood at Bidwell,Buffalo,Erie,New York,14222,-78.8770165,42.9237123
1003827,245 Main Street,Ellsworth,Hancock,Maine,4605,-68.4185,44.5433
1003828,190 Main Street,Ellsworth,Hancock,Maine,4605,-68.422814,44.542171
1003829,"3435 S. Straits Hwy, Chamber parking lot,",Indian River,Cheboygan,Michigan,49749,-84.6122,45.4121
1003831,Santa Clara & Palm Streets,Ventura,Ventura,California,93001,-119.295915,34.279734
1003833,230 W. Hillcrest Drive,Thousand Oaks,Ventura,California,91301,-118.88376,34.181413
1003834,26455 N. Rockwell Canyon Road,Santa Clarita,Ventura,California,91355,-119.050939,34.245836
1003835,3301 N. Main Street,Ventura,Ventura,California,93001,-119.050682,34.23639
1003836,444 South Cedros Avenue,Solana Beach,San Diego,California,92075,-117.269204,32.987194
1003840,Corner of Collins Road & Council Street NE,Cedar Rapids,Linn,Iowa,52402,-91.656845,42.027648
1003842,3910 N Cocoa Blvd (US 1),Cocoa,Brevard,Florida,32926,-80.758841,28.429752
1003843,400 block of South Conkling Street,Baltimore,Baltimore City,Maryland,21224,-76.5672,39.2869
1003845,1 Block North of Highway 60 on Rural Street,Hartford,Washington,Wisconsin,53027,-88.381233,43.318122
1003846,655 Flanders Road,Flanders,Suffolk,New York,11901,-72.636505,40.909126
1003848,"Brooklawn Park, Ashley Blvd. Entrance",New Bedford,Bristol,Massachusetts,2745,-70.93256,41.67533
1003849,Hwy 136,Dyersville,Dubuque,Iowa,52040,-91.11279,42.48014
1003854,Southeast corner of Pima & Thompson Peak roads,Scottsdale,Maricopa,Arizona,85250,-111.89,33.6734
1003855,1010 Main Street,Buhl,Twin Falls,Idaho,83316,-114.760161,42.598752
1003857,1500 E. Woolford Road,Show Low,Navajo,Arizona,85901,-110.271,34.3464
1003858,4150 Mission Blvd,Pacific Beach,San Diego,California,92109,-117.254513,32.791938
1003859,"Ferry Landing, 1st & B",Coronado,San Diego,California,92118,-117.167736,32.697827
1003860,225 Broadway,San Diego,San Diego,California,92101,-117.162,32.715
1003861,355 QUEEN ANN ROAD,WETUMPKA,ELMORE,Alabama,36092,-86.2328,32.5367
1003862,"3062 Highway. 601, north of city",Pageland,Chesterfield,South Carolina,29727,-80.4131,34.8096
1003863,200 First Street ,Lake Oswego,Clackamas,Oregon,97034,-122.664716,45.417959
1003864,At the Old Red Mill on Water Street,Portland,Ionia,Michigan,48875,-84.9036,42.8745
1003876,112 Williams Ave SE,Minneapolis,Hennepin,Minnesota,55414,-93.2184,44.9687
1003877,1622 6th St NE,Minneapolis,Hennepin,Minnesota,55413,-93.2591,45.0044
1003878,2530 Chicago Ave S,Minneapolis,Hennepin,Minnesota,55404,-93.2626,44.9568
1003881,"Pecan Park, Center and Water Streets",Statesville,Iredell,North Carolina,28677,-80.88831,35.785678
1003882,1225 Morrisville Carpenter Rd.,Cary,Wake,North Carolina,27519,-78.854359,35.82111
1003883,"N 1st Street E, Downtown in front of Tomahawk Bldg",Green River,0,Wyoming,82935,-109.465,41.5298
1003884,Riceville Community Center Parking Lot,Riceville,Buncombe,North Carolina,28805,-82.4725,35.6309
1003886,Greenspace Park on Pine Street at S. Fremont,Pinedale,Sublette,Wyoming,82941,-109.860342,42.866245
1003889,"Museum Village, 1010 Rt 17M",Monroe,Orange,New York,10950,-74.200308,41.344566
1003891,100 Union Street,Nevada City,Nevada,California,95959,-121.017194,39.26248
1003892,30-15 Seagirt Blvd. and Beach 31st St.,Queens,Queens,New York,11691,-73.547802,40.819525
1003893,241 Main St.,Columbus Junction,Louisa,Iowa,52738,-91.360422,41.278984
1003895,1400 Killian Hill Road,Lilburn,Gwinnett,Georgia,30047,-84.081967,33.859596
1003897,J.O. Eaton Park,Orange Cove,Fresno,California,93646,-119.314,36.6244
1003899,44400 Willis Ave.,Laytonville,Mendocino,California,95454,-123.483235,39.681448
1003900,281 Montgomery St,Jersey City,Hudson,New Jersey,7302,-74.047304,40.717965
1003902,2449 Platt Road,Marcellus,Onondaga,New York,13108,-76.3358,42.9753
1003903,7967 Mentor Avenue,Mentor,Lake,Ohio,44060,-81.354842,41.662919
1003904,Fourth Street and Tenth Avenue,Britton,Marshall,South Dakota,57430,-97.754567,45.795731
1003905,5301 E. St. Clair Street (East Side Indy),Indianapolis,Marion,Indiana,46219,-86.0782,39.7776
1003908,10 S Jefferson St.,Danville,Hendricks,Indiana,46122,-86.5250684,39.7606302
1003911,Morro Road & El Camino Real,Paso Robles,San Luis Obispo,California,93447,-120.667,35.4882
1003912,2nd Street & Santa Maria,Baywood ,San Luis Obispo,California,93412,-120.840899,35.328154
1003915,US Highway 8 & W. 2nd  Street,Ladysmith,Rusk,Wisconsin,54848,-91.09924,45.464998
1003917,S 4th St. at E. Main St.,Albion,Edwards,Illinois,62806,-88.0586,38.3785
1003918,302 Main St.,Independence,Polk,Oregon,97351,-123.184,44.8511
1003921,Rte. 20 & Rte. 15 (Dilwyn),Buckingham,Buckingham,Virginia,23921,-78.4741,37.5436
1003922,2816 Shacktown Road,Yadkinville,Yadkin,North Carolina,27055,-80.587,36.1157
1003923,Johnson Street NE and 27th Ave NE,Minneapolis,Hennepin,Minnesota,55418,-93.237129,45.016819
1003925,2 West Independent Drive,Jacksonville,Duval,Florida,32259,-81.6596,30.325
1003926,155 West Bay Rd.,Osterville,Barnstable,Massachusetts,2655,-70.3873,41.6247
1003927,6th St. parking lot on Stroming Rd.,Mariposa,Mariposa,California,95338,-119.9664,37.48441
1003928,78 S. 100 E.,Kanab,Kane,Utah,84741,-112.5267,37.04661
1003929,28 Main Street,New paltz,Ulster,New York,12561,-74.0877,41.746921
1003932,Grand Avenue and Douglas Road,Coconut Grove,Miami-Dade,Florida,33133,-80.253582,25.727617
1003934,105 Tupelo Circle,Oxford,Granville,North Carolina,27565,-78.6099,36.3145
1003935,Behind the Mast General Store,Valle Crucis,Watauga,North Carolina,28691,-81.781,36.2111
1003938,Calmar Depot,Calmar,Winneshiek,Iowa,52132,-91.8664,43.1819
1003941,City parking lot,St. James,Watonwan,Minnesota,56081,-94.6292,43.984
1003944,Federal and Wallace Ave.,Farrell,Mercer,Pennsylvania,16121,-80.5023,41.2127
1003946,2935 N. 5th St.,Reading,Berks,Pennsylvania,19602,-75.9391,40.4329
1003951,204 W. Lee Ave.,Vinton,Roanoke,Virginia,24179,-79.898891,37.2803308
1003952,100 Town Square St,Glade Spring,Washington,Virginia,24340,-81.771026,36.790892
1003953,"Bitner Vineyards, 16645 Plum Rd.",Caldwell,Canyon,Idaho,83607,-116.815,43.6107
1003954,281 Rodeo Drive,Florence,Ravalli,Montana,59833,-114.076216,46.631315
1003955,E 2nd St. at S. Locust St.,Centralia,Marion,Illinois,62801,-89.1346,38.5264
1003956,1940 N. State St.,Belvidere,Boone,Illinois,61008,-88.861885,42.272038
1003958,First East and First South above Main Street,Bountiful,Davis,Utah,84532,-111.878,40.8884
1003959,201 Indiana Ave,English,Crawford,Indiana,47118,-86.4432,38.3511
1003960,Town  Hall  Indiana Ave,English,Crawford,Indiana,47118,-86.44318,38.35216
1003961,713 9th,wheatland,Platte,Wyoming,82201,-104.9532569,42.0545521
1003966,44868 Warner Rd.,Titusville,Crawford,Pennsylvania,16354,-79.6584,41.6528
1003969,1492 East Main,Ashland,Jackson,Oregon,97520,-122.6905,42.1949
1003970,501 E. Main Street,Medford,Jackson,Oregon,97501,-122.868546,42.329677
1003971,Oak Street Closure in front of Standing Stone Brewery,Ashland,Jackson,Oregon,97520,-122.714324,42.19732
1003975,Main Street and Church Street,Earlton,Greene,New York,12058,-73.8659,42.2204
1003976,318 W Washington Ave,Glasgow,Barren,Kentucky,42142,-85.91528,36.99604
1003977,Corner Malcolm and Hwy 69,Newport,Jackson,Arkansas,72112,-91.2778566,35.6062953
1003979,"Freedom Park, Main Street, Braham, MN",Braham,Isanti,Minnesota,55006,-93.1707,45.7219
1003980,South Broadway and West Main,Manhattan,Gallatin,Montana,59741,-111.333325,45.856793
1003981,104 Washington Street,Eatonville,Pierce,Washington,98328,-122.265,46.8669
1003982,South Oak St,Telluride,San Miguel,Colorado,81435,-107.813086,37.936843
1003984,5021 Princeton Street,Midland,Midland,Texas,79703,-102.15,31.9954
1003985,"Durkee street,",Plattsburgh,Clinton,New York,12901,-73.4516,44.6964
1003986,290 S. High Street,Cortland,Trumbull,Ohio,44410,-80.726906,41.325344
1003988,8820 Brookfield Avenue,Brookfield,Cook,Illinois,60513,-87.84114,41.82308
1003990,Harvard Street & Latham Street,Hemet,Riverside,California,92543,-116.970574,33.7493741
1003991,"Park Street, Shopping Center Parking Lot",Dorchester,Suffolk,Massachusetts,2124,-71.0615,42.2987
1003992,Sutter St. & Wool St.,Camino,Sacramento,California,95709,-121.178,38.677
1003993,4256 Magnolia Ave,St Louis,St. Louis City,Missouri,63110,-90.2592,38.6066
1003996,Courthouse Square,"Columbus, NC",Polk,North Carolina,28722,-82.198595,35.251205
1003998,Shiloh Road,Corinth,Alcorn,Mississippi,38834,-88.4963,34.9478
1004002,12800 Genito Rd.,Midlothian,0,Virginia,23113,-77.6294,37.4518
1004003,0,Bayport,Washington,Minnesota,55003,-92.7794,45.019
1004004,"Water Street, People's Park",Seneca Falls,Seneca,New York,13148,-76.800356,42.909889
1004007,12thstreet,Moundsville,Marshall,West Virginia,26041,-80.7257,39.9156
1004009,City Park off Hwy 53,Rathdrum,Kootenai,Idaho,83858,-116.889,47.8159
1004011,7010 E. Raymond Street,Indianapolis,Decatur,Indiana,46239,-86.0437,39.7415
1004012,300 Webster,Spring Hill,Johnson,Kansas,66083,-94.825344,38.7461
1004014,"Cowls Street, Between 2nd & 3rd",McMinnville,Yamhill,Oregon,97128,-123.197,45.2136
1004016,Westgate Mall parking lot,Carroll,Carroll,Iowa,51401,-94.8641,42.0722
1004018,7700 SE 32nd Street,Mercer Island,King,Washington,98040,-122.235042,47.581953
1004020,6200 N. Green,Burlington ,Skagit,Washington,98233,-122.335092,48.555683
1004021,Underpass-Front Street,Meridian,Lauderdale,Mississippi,39301,-88.6971,32.3639
1004024,41 Wyman Street,Woburn,Middlesex,Massachusetts,1801,-71.1593484,42.4918779
1004025, 142nd Street & Coastal Hwy.,Parsonsburg,Worcester,Maryland,21849,-75.0531,38.4477
1004026,Parking lot of Revolution Cycle,Baxte,Jasper,Iowa,55028,-93.1496,41.8251
1004031,East 1st & Buckeye St.,Abilene,Dickinson,Kansas,67410,-97.2139,38.9153
1004034,65-1224 Lindsey Rd,Kamuela,Hawaii,Hawaii,96743,-155.669737,20.022262
1004035,On the Square in Metamora,Metamora,Woodford,Illinois,61548,-89.3629,40.7913
1004038,Corner of Macon St. and Bragg St.,Warrenton,Warren,North Carolina,27589,-78.154571,36.398125
1004044,5900 Byron Center Ave,Wyoming,Kent,Michigan,49519,-85.72025,42.85824
1004045,Main Street,Greensburg,Westmoreland,Pennsylvania,15601,-79.5432,40.2992
1004046,Route 136,Greensburg,Westmoreland,Pennsylvania,15601,-79.5456,40.3019
1004047,438 Old State Route 66,Greensburg,Westmoreland,Pennsylvania,15601,-79.571,40.3964
1004048,51 North 12th street,Philadelphia,Philadelphia,Pennsylvania,19107,-75.159307,39.953605
1004049,Highway 98,Elberta,Baldwin,Alabama,36530,-87.59908,30.41395
1004051,229 Main St.,Nashua,Hillsborough,New Hampshire,3060,-71.4647,42.7582
1004052,53-75 Main St.,Nashua,Hillsborough,New Hampshire,3060,-71.4664,42.7635
1004054,2590 Spenard Road,Anchorage,Anchorage,Alaska,99503,-149.905042,61.197258
1004055,480 Hempstead Ave,Malverne,Nassau,New York,11701,-73.664301,40.679753
1004056,6511 Stewart Rd,Galveston,Galveston,Texas,77551,-94.8349,29.2737
1004062,302 West Main St.,Wilburton,Latimer,Oklahoma,74578,-95.3135,34.9187
1004063,8th Street North and 2nd Avenue North,Wahpeton,Richland,North Dakota,58075,-96.611353,46.264669
1004065,950 S. Killingsworth,Bolivar,Polk,Missouri,65613,-93.43473,37.60529
1004066,857 Main Street,Gardendale,Jefferson,Alabama,35071,-86.810407,33.647452
1004069,200 Santa Fe Drive,Denver,Denver,Colorado,80223,-104.998287,39.719549
